name,difficulty,would_take_again,num_ratings,quality,department,link
Ryan McDonald,100%,100%,1 ratings,5.0,Literature,https://www.ratemyprofessors.com/professor/2418547
Robert Scroggins,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/2418934
Jeff Chartos,100%,100%,2 ratings,5.0,Computer Science,https://www.ratemyprofessors.com/professor/2420116
Sharon Rabinoff,100%,100%,1 ratings,4.0,Philosophy,https://www.ratemyprofessors.com/professor/2420117
Jospeh Clark,50%,50%,2 ratings,4.0,History,https://www.ratemyprofessors.com/professor/2420498
Sharlee Burch,100%,100%,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2421257
Rose Pham,34%,34%,3 ratings,3.0,Chemistry,https://www.ratemyprofessors.com/professor/2421558
Richard Mitchell,100%,100%,1 ratings,5.0,Chemistry,https://www.ratemyprofessors.com/professor/2422099
Rachael Deel,0%,0%,1 ratings,1.0,Communication,https://www.ratemyprofessors.com/professor/2423308
Li Xu,0%,0%,1 ratings,1.0,Statistics,https://www.ratemyprofessors.com/professor/2423378
Haoying Sun,0%,0%,2 ratings,1.5,Business,https://www.ratemyprofessors.com/professor/2423408
Nora Radway,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2424093
Elizabeth Whitney,100%,100%,2 ratings,4.0,Health Science,https://www.ratemyprofessors.com/professor/2424352
Joseph O'Neil,100%,100%,2 ratings,4.5,Geography,https://www.ratemyprofessors.com/professor/2425573
Samuel Acheampong,80%,80%,5 ratings,4.0,Economics,https://www.ratemyprofessors.com/professor/2425863
Jinwoo Song,100%,100%,1 ratings,5.0,Economics,https://www.ratemyprofessors.com/professor/2426550
Clinton Linkmeyer,67%,67%,6 ratings,3.7,Music,https://www.ratemyprofessors.com/professor/2426573
Pei Zhang,100%,100%,1 ratings,5.0,Hospitality,https://www.ratemyprofessors.com/professor/2426931
Henry Bundy,100%,100%,1 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/2430345
Nicole Martin,67%,67%,3 ratings,3.7,Honors,https://www.ratemyprofessors.com/professor/2430527
Brandi Hall,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2431084
Logan West,50%,50%,2 ratings,3.0,Writing,https://www.ratemyprofessors.com/professor/2431484
David Kaiser,N/A,N/A,0 ratings,0.0,Fine Arts,https://www.ratemyprofessors.com/professor/2431585
Xuan Shi,100%,100%,2 ratings,4.0,Statistics,https://www.ratemyprofessors.com/professor/2433442
Jeff Young,100%,100%,1 ratings,4.0,Agriculture,https://www.ratemyprofessors.com/professor/2433514
Nicholas Proferes,100%,100%,1 ratings,3.0,Information Science,https://www.ratemyprofessors.com/professor/2434206
Bryce Newell,100%,100%,1 ratings,3.0,Information Science,https://www.ratemyprofessors.com/professor/2434214
Tess Given,50%,50%,2 ratings,3.5,Communication,https://www.ratemyprofessors.com/professor/2435199
Katherine Whaley,0%,0%,1 ratings,2.0,Humanities,https://www.ratemyprofessors.com/professor/2435316
Corey Baker,34%,34%,2 ratings,1.5,Computer Science,https://www.ratemyprofessors.com/professor/2405466
Lauren Johnson,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2441820
Megan Lucy,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2442445
Courtney Hart,0%,0%,1 ratings,1.0,Management,https://www.ratemyprofessors.com/professor/2443408
Kevin Alejandrez,100%,100%,5 ratings,4.4,Sociology,https://www.ratemyprofessors.com/professor/2443880
Amy Downs,N/A,N/A,0 ratings,0.0,Health Science,https://www.ratemyprofessors.com/professor/2444120
Sean Goatley-Soan,84%,84%,6 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/2445201
Jenna Garofolo,100%,100%,2 ratings,5.0,French,https://www.ratemyprofessors.com/professor/2450139
Tefjol Pllaha,100%,100%,2 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2450719
Donald Colliver,N/A,N/A,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2410920
Harry LeVine,100%,100%,2 ratings,4.5,Honors,https://www.ratemyprofessors.com/professor/2411200
Zi Ye,0%,0%,2 ratings,3.0,Statistics,https://www.ratemyprofessors.com/professor/2411329
Kevin Allen,50%,50%,4 ratings,2.7,Economics,https://www.ratemyprofessors.com/professor/2411926
Jennifer Sherwood,100%,100%,2 ratings,4.5,Nursing,https://www.ratemyprofessors.com/professor/2412116
Daniel Ball,0%,0%,2 ratings,2.5,Anthropology,https://www.ratemyprofessors.com/professor/2412158
Isabel Hubbard,100%,100%,2 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2413356
Andrew Sullivan,0%,0%,1 ratings,3.0,Business,https://www.ratemyprofessors.com/professor/2413708
Corey Huber,100%,100%,4 ratings,4.8,Communication,https://www.ratemyprofessors.com/professor/2459131
Larry Cory,88%,88%,8 ratings,4.1,Physical Education,https://www.ratemyprofessors.com/professor/2459444
Savannah Guzman,N/A,N/A,0 ratings,0.0,Human Development,https://www.ratemyprofessors.com/professor/2460024
Ben Adamo,50%,50%,2 ratings,3.0,Music,https://www.ratemyprofessors.com/professor/2460243
Amy Malventano,N/A,N/A,0 ratings,0.0,History,https://www.ratemyprofessors.com/professor/2460434
Belinda Blair,N/A,N/A,0 ratings,0.0,Nursing,https://www.ratemyprofessors.com/professor/2461663
Guetchine Gaspard,50%,50%,2 ratings,2.5,Geography,https://www.ratemyprofessors.com/professor/2463016
Alex Gallagher,0%,0%,1 ratings,2.0,English,https://www.ratemyprofessors.com/professor/2463820
Raymond Jones,100%,100%,3 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2470698
Joshua Beckmann,100%,100%,3 ratings,4.3,Psychology,https://www.ratemyprofessors.com/professor/2470702
Jess Linz,0%,0%,2 ratings,1.5,Geography,https://www.ratemyprofessors.com/professor/2470949
Cody Bumgardner,N/A,N/A,0 ratings,0.0,Computer Science,https://www.ratemyprofessors.com/professor/2471195
Jeffrey Wheeler,0%,0%,2 ratings,2.0,Agriculture,https://www.ratemyprofessors.com/professor/2472257
Leslee Malland,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2473057
Mary Harrison,N/A,N/A,0 ratings,0.0,Nursing,https://www.ratemyprofessors.com/professor/2473179
Sebastian Meissner,67%,67%,3 ratings,4.0,Philosophy,https://www.ratemyprofessors.com/professor/2475856
Allen Alvarez,N/A,N/A,0 ratings,0.0,Anthropology,https://www.ratemyprofessors.com/professor/2436275
Mike Weaver,100%,100%,2 ratings,5.0,Physics,https://www.ratemyprofessors.com/professor/2436717
Tressie Charles,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2439674
Brandon West,60%,60%,4 ratings,3.7,English,https://www.ratemyprofessors.com/professor/2440196
Jenn Hunt,67%,67%,1 ratings,3.0,Women's Studies,https://www.ratemyprofessors.com/professor/2440536
Erin Casey,100%,100%,2 ratings,5.0,Nutrition,https://www.ratemyprofessors.com/professor/2440941
Blake Holman,100%,100%,1 ratings,4.0,Accountancy,https://www.ratemyprofessors.com/professor/2488861
Joan Ellis,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2489575
Carrie Cooper,N/A,N/A,0 ratings,0.0,Library & Information Science,https://www.ratemyprofessors.com/professor/2489712
Pathmanesan Sanmugeswaran,0%,0%,2 ratings,2.5,Anthropology,https://www.ratemyprofessors.com/professor/2489773
Shane McDermott,100%,100%,1 ratings,5.0,Art,https://www.ratemyprofessors.com/professor/2490101
Laura Darolia,100%,100%,1 ratings,4.0,Education,https://www.ratemyprofessors.com/professor/2490167
Zhi Huang,67%,67%,3 ratings,4.0,Management,https://www.ratemyprofessors.com/professor/2490182
Emily Handy,100%,100%,1 ratings,4.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2490425
Emily DeWitt,100%,100%,2 ratings,5.0,Nutrition,https://www.ratemyprofessors.com/professor/2448207
Robert paratley,100%,100%,0 ratings,0.0,Environmental Science,https://www.ratemyprofessors.com/professor/2449439
Jessica Doering,100%,100%,1 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2451869
Richard Hill,0%,0%,1 ratings,1.0,Physics,https://www.ratemyprofessors.com/professor/2452621
Christina Haynes,34%,34%,3 ratings,2.0,Women's Studies,https://www.ratemyprofessors.com/professor/2453191
Monika Khan,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/2503879
Thomas Troland,N/A,N/A,0 ratings,0.0,Arts amp Sciences,https://www.ratemyprofessors.com/professor/2505300
Thomas Troland,N/A,N/A,0 ratings,0.0,Information Science,https://www.ratemyprofessors.com/professor/2505578
Chamani Gunasekera,0%,0%,1 ratings,1.0,Physics,https://www.ratemyprofessors.com/professor/2508250
Erica Krause,100%,100%,1 ratings,5.0,Classics,https://www.ratemyprofessors.com/professor/2510477
Holly Hake,N/A,N/A,0 ratings,0.0,Marketing,https://www.ratemyprofessors.com/professor/2513953
Robert Perry,N/A,N/A,0 ratings,0.0,Nutrition,https://www.ratemyprofessors.com/professor/2514211
Aimee Adams,N/A,N/A,0 ratings,0.0,Pharmacy,https://www.ratemyprofessors.com/professor/2514555
Jayoung Koo,N/A,N/A,0 ratings,0.0,Agriculture,https://www.ratemyprofessors.com/professor/2464611
Ellie Durbin,50%,50%,2 ratings,3.0,Family Studies,https://www.ratemyprofessors.com/professor/2465130
Kristen Mark,0%,0%,1 ratings,3.0,Health Science,https://www.ratemyprofessors.com/professor/2465133
Kimaya Thakur,100%,100%,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2465241
Adam Evans,100%,100%,1 ratings,5.0,Management,https://www.ratemyprofessors.com/professor/2465397
Geraldo Neto,100%,100%,2 ratings,4.0,Fine Arts,https://www.ratemyprofessors.com/professor/2466103
Brittany Marie Sulzener,100%,100%,2 ratings,5.0,Writing,https://www.ratemyprofessors.com/professor/2466221
Molly Burchett,100%,100%,1 ratings,5.0,Marketing,https://www.ratemyprofessors.com/professor/2467057
Kevin Schuer,50%,50%,2 ratings,3.0,Health Science,https://www.ratemyprofessors.com/professor/2467528
William Gustafson,0%,0%,4 ratings,1.0,Mathematics,https://www.ratemyprofessors.com/professor/2477455
Natalie Malone,100%,100%,3 ratings,5.0,Psychology,https://www.ratemyprofessors.com/professor/2538491
Yi Lin,0%,0%,2 ratings,1.5,Sociology,https://www.ratemyprofessors.com/professor/2538692
Siavash Tahiti,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/2538795
Burl Fannin,N/A,N/A,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2539153
Daniel Frese,N/A,N/A,0 ratings,0.0,Humanities,https://www.ratemyprofessors.com/professor/2539324
Taban Herrington,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2540754
Brian Raymond,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2541044
Yuanyuan Su,67%,67%,2 ratings,2.5,Biology,https://www.ratemyprofessors.com/professor/2541218
Rachel Sebourn,0%,0%,1 ratings,1.0,Languages,https://www.ratemyprofessors.com/professor/2541481
Timothy Knauer,100%,100%,1 ratings,5.0,Physics,https://www.ratemyprofessors.com/professor/2541798
Robert Shapiro,100%,100%,1 ratings,5.0,Library & Information Science,https://www.ratemyprofessors.com/professor/2543882
Myung In Ji,0%,0%,2 ratings,1.0,Geography,https://www.ratemyprofessors.com/professor/2545014
Rebecca Williams,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2545850
Everett McCorvey,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2546200
Sookti Chaudhary,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/2546221
Courtney George,100%,100%,1 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2553324
Christopher Pearson,100%,100%,1 ratings,4.0,Accountancy,https://www.ratemyprofessors.com/professor/2486371
Chenghui Zhang,100%,100%,1 ratings,3.0,Sociology,https://www.ratemyprofessors.com/professor/2491126
Cody Foster,100%,100%,2 ratings,5.0,History,https://www.ratemyprofessors.com/professor/2491289
Spencer Greenhalgh,100%,100%,1 ratings,5.0,Information Science,https://www.ratemyprofessors.com/professor/2492698
Yixuan Zou,100%,100%,1 ratings,5.0,Statistics,https://www.ratemyprofessors.com/professor/2492742
Dusan Sekulic,100%,100%,2 ratings,4.0,Engineering,https://www.ratemyprofessors.com/professor/2495501
Kera Ackerman,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2499072
Sophia Goodpasture,N/A,N/A,0 ratings,0.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/2501374
Julianna Charnigo,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2570217
Gary Shannon,N/A,N/A,0 ratings,0.0,Geology,https://www.ratemyprofessors.com/professor/2572612
Kehelwala Maduranga,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2572913
Michelle Martell,N/A,N/A,0 ratings,0.0,Psychology,https://www.ratemyprofessors.com/professor/2573405
Ding Lu,25%,25%,4 ratings,1.8,Mathematics,https://www.ratemyprofessors.com/professor/2573437
Sabire Ozcan,100%,100%,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2574184
Mark Kightlinger,N/A,N/A,0 ratings,0.0,Law,https://www.ratemyprofessors.com/professor/2576122
Jonathan Forrence,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/2576217
Aimee Imlay,100%,100%,0 ratings,0.0,Sociology,https://www.ratemyprofessors.com/professor/2576880
Yunke Mai,100%,100%,3 ratings,5.0,Marketing,https://www.ratemyprofessors.com/professor/2576921
Kesla Elmore,N/A,N/A,0 ratings,0.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2577739
Grant Clayton,100%,100%,2 ratings,5.0,Finance,https://www.ratemyprofessors.com/professor/2580453
Joanna Lile,100%,100%,2 ratings,5.0,History,https://www.ratemyprofessors.com/professor/2582126
Aleah Combs,100%,100%,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2582184
Taha Husain,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2582187
Kyler Laycock,100%,100%,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2582188
John Perry,N/A,N/A,0 ratings,0.0,History,https://www.ratemyprofessors.com/professor/2582841
Adam Quinn,100%,100%,1 ratings,5.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2583876
Liz Toombs,100%,100%,1 ratings,5.0,Hospitality,https://www.ratemyprofessors.com/professor/2583879
Jessica Whittington,67%,67%,3 ratings,3.7,Art,https://www.ratemyprofessors.com/professor/2583882
Kimberly Miller Spillman,N/A,N/A,0 ratings,0.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/2585553
Elizabeth Toombs,0%,0%,1 ratings,2.0,Hospitality,https://www.ratemyprofessors.com/professor/2586608
Dezirae Shukla,100%,100%,1 ratings,5.0,French,https://www.ratemyprofessors.com/professor/2587408
Parisa Hosseinabadi,0%,0%,1 ratings,1.0,Physics,https://www.ratemyprofessors.com/professor/2587848
Eric Weber,N/A,N/A,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2529821
Holly Smith,100%,100%,3 ratings,4.7,Music,https://www.ratemyprofessors.com/professor/2529823
Emma Perkins,100%,100%,1 ratings,5.0,Art,https://www.ratemyprofessors.com/professor/2529832
Doug Spiker,100%,100%,2 ratings,4.5,Education,https://www.ratemyprofessors.com/professor/2530804
Taylor Lucian,N/A,N/A,0 ratings,0.0,Physical Education,https://www.ratemyprofessors.com/professor/2535801
William Ewell,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2536092
Jared Whear,100%,100%,3 ratings,5.0,Writing,https://www.ratemyprofessors.com/professor/2536093
Eteri Tsintsadze-Maass,N/A,N/A,0 ratings,0.0,Political Science,https://www.ratemyprofessors.com/professor/2536294
Meike Eilert,100%,100%,2 ratings,3.5,Marketing,https://www.ratemyprofessors.com/professor/2594589
Nicky Lewis,100%,100%,2 ratings,4.5,Communication,https://www.ratemyprofessors.com/professor/2595484
Jiangbiao He,N/A,N/A,0 ratings,0.0,Electrical Engineering,https://www.ratemyprofessors.com/professor/2595531
Rebecca Krall,0%,0%,1 ratings,2.0,Education,https://www.ratemyprofessors.com/professor/2596997
Ramsi Woodcock,100%,100%,1 ratings,5.0,Law,https://www.ratemyprofessors.com/professor/2598322
Lydia Hager,N/A,N/A,0 ratings,0.0,Science,https://www.ratemyprofessors.com/professor/2601374
Shayna Sheinfeld,0%,0%,1 ratings,3.0,Judaic Studies,https://www.ratemyprofessors.com/professor/2602574
John Dilworth,N/A,N/A,0 ratings,0.0,Biology,https://www.ratemyprofessors.com/professor/2603757
Kara Cook,100%,100%,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2541520
James Donovan,75%,75%,3 ratings,3.7,French,https://www.ratemyprofessors.com/professor/2546254
John Hill,100%,100%,1 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/2553756
Becky Alley,100%,100%,1 ratings,4.0,Art,https://www.ratemyprofessors.com/professor/2555166
Chad Eby,0%,0%,1 ratings,4.0,Graphic Arts,https://www.ratemyprofessors.com/professor/2555176
Ashley Sorell,100%,100%,2 ratings,5.0,History,https://www.ratemyprofessors.com/professor/2555616
Stuart Best,100%,100%,0 ratings,0.0,Health Science,https://www.ratemyprofessors.com/professor/2555941
Ellie Holliday,100%,100%,0 ratings,0.0,Education,https://www.ratemyprofessors.com/professor/2558005
Xueying Wang,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2559327
Olaniyi Alegun,100%,100%,2 ratings,4.5,Chemistry,https://www.ratemyprofessors.com/professor/2559986
Hyein Kang,100%,100%,1 ratings,4.0,Economics,https://www.ratemyprofessors.com/professor/2559999
Diane Francis,100%,100%,1 ratings,5.0,Communication,https://www.ratemyprofessors.com/professor/2560374
Laura Bryan,100%,100%,3 ratings,4.7,Honors,https://www.ratemyprofessors.com/professor/2563037
Andrew Ray,100%,100%,1 ratings,5.0,Theater,https://www.ratemyprofessors.com/professor/2563919
Natalie Pope,100%,100%,1 ratings,5.0,Social Work,https://www.ratemyprofessors.com/professor/2564105
Deborah blevins,100%,100%,1 ratings,5.0,Mathematics,https://www.ratemyprofessors.com/professor/2565559
Carter Elsea,N/A,N/A,0 ratings,0.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2566197
Karl Gustafson,100%,100%,1 ratings,5.0,Business,https://www.ratemyprofessors.com/professor/2567553
Joe McGillis,N/A,N/A,0 ratings,0.0,Medicine,https://www.ratemyprofessors.com/professor/2568208
Daria Goncharova,50%,50%,3 ratings,3.0,Writing Rhetoric amp Digital Studies,https://www.ratemyprofessors.com/professor/2574634
Anthony Mead,0%,0%,2 ratings,3.0,Fine Arts,https://www.ratemyprofessors.com/professor/2576068
Victor Attard,34%,34%,2 ratings,1.0,English,https://www.ratemyprofessors.com/professor/2577166
Zachary Stribling,100%,100%,2 ratings,5.0,Theater,https://www.ratemyprofessors.com/professor/2136259
Marcelo Guzman,88%,88%,20 ratings,3.8,Chemistry,https://www.ratemyprofessors.com/professor/1482393
Meagan Brock,N/A,N/A,0 ratings,0.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/2641878
Tingting Yu,50%,50%,3 ratings,3.3,Computer Science,https://www.ratemyprofessors.com/professor/2348986
Jessamyn Rising,67%,67%,3 ratings,4.0,Languages,https://www.ratemyprofessors.com/professor/2427087
Marlee McCloud,75%,75%,4 ratings,4.5,Languages,https://www.ratemyprofessors.com/professor/2501618
George Szekely,100%,100%,10 ratings,4.3,Education,https://www.ratemyprofessors.com/professor/513216
Jon Chait,70%,70%,8 ratings,3.2,Finance,https://www.ratemyprofessors.com/professor/2354823
Aram Ansary,100%,100%,1 ratings,5.0,Physics,https://www.ratemyprofessors.com/professor/2587858
Katharine Lawyer,100%,100%,2 ratings,5.0,Agriculture,https://www.ratemyprofessors.com/professor/2590498
Amanda Salmon,100%,100%,2 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2591338
James Carr,100%,100%,1 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/2591440
Geza Bruckner,N/A,N/A,0 ratings,0.0,Health Science,https://www.ratemyprofessors.com/professor/2592354
Angela Vichitbanda,N/A,N/A,0 ratings,0.0,Mathematics,https://www.ratemyprofessors.com/professor/2592895
Jordan Brower,100%,100%,2 ratings,5.0,English,https://www.ratemyprofessors.com/professor/2593041
Shelley Ferrin,100%,100%,1 ratings,3.0,Health Science,https://www.ratemyprofessors.com/professor/2645230
Katelyn Slone,100%,100%,1 ratings,5.0,Health Science,https://www.ratemyprofessors.com/professor/2645232
Nicole Breazeale,100%,100%,1 ratings,2.0,Agriculture,https://www.ratemyprofessors.com/professor/2645364
Christine Trinkle,82%,82%,10 ratings,3.8,Mechanical Engineering,https://www.ratemyprofessors.com/professor/1358656
Jonathan Pham,34%,34%,3 ratings,2.3,Engineering,https://www.ratemyprofessors.com/professor/2448360
Haipeng Chen,34%,34%,2 ratings,1.0,Marketing,https://www.ratemyprofessors.com/professor/2575440
Jill Abney,50%,50%,3 ratings,3.5,English,https://www.ratemyprofessors.com/professor/1896198
Grzegorz Wasilkowski,46%,46%,19 ratings,2.7,Computer Science,https://www.ratemyprofessors.com/professor/1373757
Tommy Booras,100%,100%,1 ratings,4.0,Communication,https://www.ratemyprofessors.com/professor/2603879
Yaxiang Song,N/A,N/A,0 ratings,0.0,Economics,https://www.ratemyprofessors.com/professor/2605207
Ethan Toney,50%,50%,1 ratings,1.0,Computer Science,https://www.ratemyprofessors.com/professor/2606279
Malinda Massey,100%,100%,1 ratings,5.0,Languages,https://www.ratemyprofessors.com/professor/2606615
April Robertson,100%,100%,2 ratings,5.0,Classics,https://www.ratemyprofessors.com/professor/2606651
Justin Garagnani,100%,100%,1 ratings,4.0,Mathematics,https://www.ratemyprofessors.com/professor/2606664
Jonathan Dellinger,34%,34%,3 ratings,2.3,Communication,https://www.ratemyprofessors.com/professor/2573061
Megan Parker,100%,100%,1 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/2648697
Zachary Griffith,86%,86%,22 ratings,4.2,English,https://www.ratemyprofessors.com/professor/2205141
Deborah Chung,67%,67%,5 ratings,3.6,Journalism,https://www.ratemyprofessors.com/professor/1609630
Yuming Zhang,34%,34%,4 ratings,2.0,Engineering,https://www.ratemyprofessors.com/professor/1666587
Folami Ladipo,34%,34%,3 ratings,2.7,Chemistry,https://www.ratemyprofessors.com/professor/2222755
Will Silberman,100%,100%,8 ratings,4.4,Communication,https://www.ratemyprofessors.com/professor/2473303
Kristine Hankins,45%,45%,7 ratings,1.8,Finance,https://www.ratemyprofessors.com/professor/1316604
Matthew John,N/A,N/A,0 ratings,0.0,Geology,https://www.ratemyprofessors.com/professor/2616453
Robert Marshall,N/A,N/A,0 ratings,0.0,Medicine,https://www.ratemyprofessors.com/professor/2616994
Phillip Thompson,0%,0%,1 ratings,1.0,Family Studies,https://www.ratemyprofessors.com/professor/2621206
Hannah Poffenbarger,100%,100%,1 ratings,5.0,Science,https://www.ratemyprofessors.com/professor/2621384
Mary Rudolph,N/A,N/A,0 ratings,0.0,English,https://www.ratemyprofessors.com/professor/2621561
Corrine Hassler,67%,67%,1 ratings,1.0,Marketing,https://www.ratemyprofessors.com/professor/2621863
Jeff Huber,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2622864
John Bender,N/A,N/A,0 ratings,0.0,Music,https://www.ratemyprofessors.com/professor/2623350
Ivy Fleming,100%,100%,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/2623695
Refat Ismail,N/A,N/A,0 ratings,0.0,Physics,https://www.ratemyprofessors.com/professor/2625048
Stephen Johnson,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2626587
Daphne Arnold,100%,100%,1 ratings,3.0,Arts & Sciences,https://www.ratemyprofessors.com/professor/2627061
Greg Gerhardt,100%,100%,1 ratings,5.0,Biology,https://www.ratemyprofessors.com/professor/2627465
Patrick Sullivan,100%,100%,1 ratings,5.0,Biology,https://www.ratemyprofessors.com/professor/2627466
Brian Richter,100%,100%,1 ratings,4.0,Architecture,https://www.ratemyprofessors.com/professor/2627984
Mami Chujo,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2628704
Randall Siever,100%,100%,0 ratings,0.0,Business,https://www.ratemyprofessors.com/professor/2630208
Ivy Flemming,N/A,N/A,0 ratings,0.0,Art,https://www.ratemyprofessors.com/professor/2630274
Lee Park,N/A,N/A,0 ratings,0.0,Statistics,https://www.ratemyprofessors.com/professor/2630940
Curt Rees,100%,100%,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2631326
Sarah Smith,N/A,N/A,0 ratings,0.0,Political Science,https://www.ratemyprofessors.com/professor/2631646
Samuel Owens,N/A,N/A,0 ratings,0.0,Political Science,https://www.ratemyprofessors.com/professor/2631647
Paul Rottmann,100%,100%,0 ratings,0.0,Engineering,https://www.ratemyprofessors.com/professor/2631860
Sarah Lear,100%,100%,1 ratings,5.0,Education,https://www.ratemyprofessors.com/professor/2632514
Sen-Ching Samson Cheung,100%,100%,8 ratings,4.6,Engineering,https://www.ratemyprofessors.com/professor/1421259
Maria Bane,80%,80%,5 ratings,4.6,Health Science,https://www.ratemyprofessors.com/professor/2592984
Christina Ritter,72%,72%,32 ratings,4.1,Theater,https://www.ratemyprofessors.com/professor/1541733
Nelson Akafuah,100%,100%,2 ratings,3.5,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2660189
Sean Bailey,100%,100%,1 ratings,5.0,Mechanical Engineering,https://www.ratemyprofessors.com/professor/2660196
Anthony Limperos,100%,100%,18 ratings,4.9,Communication,https://www.ratemyprofessors.com/professor/1653227
Aziz Berdiev,75%,75%,19 ratings,3.8,Economics,https://www.ratemyprofessors.com/professor/1298825
Emily Naser-Hall,100%,100%,5 ratings,5.0,"Writing, Rhetoric & Digital Studies",https://www.ratemyprofessors.com/professor/2406120
Jefferson Johnson,100%,100%,8 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/1712773
Joseph Farizo,75%,75%,4 ratings,4.5,Business,https://www.ratemyprofessors.com/professor/2552758
Paul Reich,100%,100%,1 ratings,5.0,Music,https://www.ratemyprofessors.com/professor/2662291
Katherine Leigh,N/A,N/A,0 ratings,0.0,Communication,https://www.ratemyprofessors.com/professor/2662481
Andrea Turner,100%,100%,1 ratings,5.0,Nursing,https://www.ratemyprofessors.com/professor/2636047
Annelise Straw,0%,0%,1 ratings,3.0,Geology,https://www.ratemyprofessors.com/professor/2631650
Anna-Marie Casserly,100%,100%,1 ratings,5.0,Anthropology,https://www.ratemyprofessors.com/professor/2613471
Kate Wheeler,75%,75%,4 ratings,3.8,Art,https://www.ratemyprofessors.com/professor/2395740
Kelly Ferguson,N/A,N/A,0 ratings,0.0,Languages,https://www.ratemyprofessors.com/professor/2641294
Claire Renzetti,75%,75%,9 ratings,5.0,Sociology,https://www.ratemyprofessors.com/professor/1516515
Mia Cinelli,100%,100%,2 ratings,4.0,Art,https://www.ratemyprofessors.com/professor/2347916
Siavash Tohidi,100%,100%,3 ratings,5.0,Design,https://www.ratemyprofessors.com/professor/2642931
Aaron Beighle,100%,100%,10 ratings,4.8,Physical Education,https://www.ratemyprofessors.com/professor/1411302
Jonathan Glixon,43%,43%,15 ratings,3.9,Music,https://www.ratemyprofessors.com/professor/908647
